experiment,camera_pos_x,camera_pos_y,camera_pos_z,error_px_x,error_px_y,error_px_xy,error_deg_x,error_deg_y,error_deg_z,error_deg_xyz
46,-200.0,80.0,320.0,0.00019424430889568856,0.00034081202258894836,0.0074950303932531295,0.5904935840927046,0.16998468580443638,0.30964573317642063,0.7310700612633646
47,-200.0,80.0,300.0,0.00016244955181714968,0.0003054267996653573,0.007108620009832373,0.5559775406397862,0.16184724543932943,0.2947959820830819,0.6933315836519328
48,-200.0,80.0,280.0,0.00013980559334855763,0.0002774763246005708,0.006809205697423897,0.5288542116346495,0.15550246507304955,0.2840075586383857,0.6640922711387647
49,-200.0,80.0,260.0,0.0001230244820365979,0.00025466067259098636,0.006571628461351704,0.5070776515699801,0.15043678037416203,0.2760593332374802,0.640895286777463
50,-200.0,80.0,240.0,0.00011018520465823674,0.00023557082172639997,0.006379429379189408,0.48927597575564546,0.14631421913486958,0.2699212511102772,0.6221325651957291
51,-200.0,80.0,220.0,0.00010010271362407152,0.00021929205534664594,0.006221408383016433,0.47450436368502963,0.14290575446897846,0.26524864283371363,0.6067094946890188
52,-200.0,80.0,200.0,9.201204539276473e-05,0.00020520118666092585,0.006089692315741734,0.4620907552380512,0.14004989603205875,0.2614814382631174,0.5938564811172325
53,-200.0,80.0,180.0,8.540025161493164e-05,0.00019285626135195444,0.005978594784364499,0.45154490880528736,0.13762954561711033,0.2585402973421334,0.5830176514490994
54,-200.0,80.0,160.0,7.991212852969556e-05,0.0001819331934296269,0.005883913815505938,0.44250501470515885,0.13555778368282934,0.25610771019096606,0.5737822500618581
55,-200.0,80.0,140.0,7.529486234987607e-05,0.00017218759310887684,0.005802483026293007,0.434688001124457,0.13376879871615513,0.2540598230950717,0.5658407768230242
56,-200.0,80.0,120.0,7.136421669843647e-05,0.00016343078698223215,0.0057318756338604095,0.4278759149299821,0.13221190483924247,0.25239611431146025,0.5589560512963194
57,-200.0,80.0,100.0,6.798313603505798e-05,0.0001555141917527025,0.005670203891458124,0.42189940726372605,0.13084748287842898,0.25100862661506834,0.5529436011609016
58,-200.0,80.0,80.0,6.504781426397503e-05,0.00014831879468107668,0.005615979941555334,0.41662615449887375,0.12964415810312996,0.24982660513624444,0.5476580541697428
59,-200.0,80.0,60.0,6.247836494367983e-05,0.0001417478757643237,0.005568017274531675,0.41194477780464483,0.12857679577302183,0.2488047948696758,0.5429835004898839
60,-200.0,80.0,40.0,6.021243168772735e-05,0.00013572183604510296,0.005525359655756866,0.4077675234432584,0.1276250505100288,0.24792037622373753,0.5388265414591169
61,-200.0,80.0,20.0,5.8200713760961256e-05,0.00013017443996643407,0.005487229033268175,0.40402489482048365,0.126772299122185,0.2471298564910905,0.535111194880103
62,-200.0,80.0,0.0,5.64037846921605e-05,0.00012505004142000166,0.005452986797268316,0.4006550506247838,0.12600484385594085,0.24643638436860343,0.5317751063946853
67,-200.0,95.0,320.0,0.0001825497260349665,0.00029348028663266583,0.007449287017758396,0.5938624064615386,0.16940221804426875,0.2934165503852384,0.726464124163712
68,-200.0,95.0,300.0,0.0001538036946163369,0.0002636254044263834,0.007071645113248526,0.5588133150950298,0.16137074492755896,0.28153361125814735,0.6896066975142493
69,-200.0,95.0,280.0,0.0001332510725526217,0.00023992237463797773,0.006778572793980137,0.5312547064661102,0.15510050546700155,0.2731115162680401,0.661006121254395
70,-200.0,95.0,260.0,0.00011795860294000973,0.00022049215284083732,0.0065457738018987,0.5091206611758367,0.15009046931815961,0.26685026264777784,0.6382910947419794
71,-200.0,95.0,240.0,0.0001062102234666093,0.00020417755600098903,0.00635729382774728,0.49103246019194274,0.1460114722291838,0.26215138099846885,0.6199037938850989
72,-200.0,95.0,220.0,9.69459922020371e-05,0.00019022393678097562,0.006202243003818146,0.4760251613277576,0.1426383598725039,0.2585016343754703,0.6047806195624884
73,-200.0,95.0,200.0,8.94808598234787e-05,0.00017811507211047014,0.006072947925897417,0.4634175869047864,0.13981195916540284,0.2557191639753448,0.5921720232870126
74,-200.0,95.0,180.0,8.33548868039666e-05,0.00016748349678314135,0.00596385634525809,0.4527110258178885,0.13741663328959078,0.25346995336141,0.5815356368993838
75,-200.0,95.0,160.0,7.824914718878325e-05,0.0001580588057783411,0.005870859765322619,0.4435332572629795,0.13536643329299156,0.2516231496738102,0.5724701397082452
76,-200.0,95.0,140.0,7.393631318812915e-05,0.00014963641730923163,0.005790859060819244,0.43560349057120973,0.13359622447142544,0.2501506878753017,0.564672833265757
77,-200.0,95.0,120.0,7.025045427502394e-05,0.00014205789581621413,0.005721477186492822,0.4286959844426907,0.1320558139186808,0.24891642657880236,0.5579115738358501
78,-200.0,95.0,100.0,6.706791661251217e-05,0.00013519809909057188,0.005660864043472993,0.4226403361444995,0.13070595515729902,0.2478920829362768,0.5520057047580451
79,-200.0,95.0,80.0,6.429486865920517e-05,0.0001289565136905778,0.00560756084285057,0.41729962457269937,0.12951556408053533,0.24702083965286645,0.5468128011972677
80,-200.0,95.0,60.0,6.185895297588095e-05,0.00012325123988640195,0.0055604039010510075,0.4125602954542496,0.1284597382655815,0.24625449502752134,0.5422192680109922
81,-200.0,95.0,40.0,5.97035690777866e-05,0.00011801470718374253,0.00551845516835477,0.40833285188884266,0.12751832173529962,0.24558135323815677,0.5381335503243239
82,-200.0,95.0,20.0,5.778386865120675e-05,0.00011319056599021423,0.005480951262145427,0.4045441351154168,0.12667484812609262,0.24500507854180936,0.5344811527965263
83,-200.0,95.0,0.0,5.60639026504496e-05,0.00010873137246017606,0.0054472655351491634,0.40113375269378215,0.125915751159438,0.24450183058273642,0.5312009330088567
88,-200.0,110.0,320.0,0.00017283287383742878,0.0002483934745973942,0.007411728208749694,0.5969561528783349,0.1689508346485738,0.27831677556436074,0.7226720201431764
89,-200.0,110.0,300.0,0.00014663328847941008,0.00022352097171485382,0.007041349833682709,0.561400094327163,0.16100218215689216,0.26946433464708813,0.6865463879930317
90,-200.0,110.0,280.0,0.00012782686365132073,0.00020368578618499736,0.006753523766481159,0.5334322195540608,0.15478979805265267,0.2631321097714791,0.6584756863384105
91,-200.0,110.0,260.0,0.00011377747371941312,0.00018736754581743573,0.006524676497195514,0.510964447531445,0.14982290517461744,0.2585296021756829,0.6361603848060593
92,-200.0,110.0,240.0,0.0001029401440427541,0.00017362514962924186,0.006339273164570589,0.49261061606536183,0.1457777650530939,0.25509289222912335,0.6180845150447193
93,-200.0,110.0,220.0,9.43592254171396e-05,0.0001618422390828938,0.006186680454616309,0.47738723053934545,0.14243224149448505,0.2525531266730573,0.6032101984496513
94,-200.0,110.0,200.0,8.741629519354427e-05,0.00015159562141617899,0.006059389711824639,0.46460281529673614,0.1396289349618626,0.2505472623263672,0.590804471867401
95,-200.0,110.0,180.0,8.169563758115037e-05,0.0001425830362438897,0.005951959198906174,0.4537504371086194,0.1372533125124033,0.24900437958046842,0.5803361308560747
96,-200.0,110.0,160.0,7.690862498292382e-05,0.00013458136908003408,0.005860357432068562,0.4444511666746745,0.13522015288909572,0.24774235088996893,0.5714116554007063
97,-200.0,110.0,140.0,7.284923664066126e-05,0.0001274213152001441,0.0057815407421674785,0.43642046943624324,0.13346482776053445,0.2467096187702041,0.563733975193859
98,-200.0,110.0,120.0,6.936686549476621e-05,0.00012097139751437335,0.0057131731425372105,0.4294313181648705,0.13193751389342936,0.2458808860551459,0.5570751188291767
99,-200.0,110.0,100.0,6.634908469632322e-05,0.00011512749482422249,0.005653435657993813,0.4233057146625288,0.1305992458840386,0.24516746792796718,0.551257594707565
100,-200.0,110.0,80.0,6.371042331089844e-05,0.00010980577119935782,0.005600893565389803,0.41790209305740983,0.12941916043824894,0.2445508440433069,0.5461414260122861
101,-200.0,110.0,60.0,6.138483782088135e-05,0.00010493775818703189,0.005554402103327644,0.41310846137133345,0.12837253304318905,0.24403181751603362,0.5416149423076064
102,-200.0,110.0,40.0,5.932056049225657e-05,0.00010046685041521203,0.005513038316817163,0.40883396575388264,0.1274393539628861,0.24357294783201874,0.5375881236374771
103,-200.0,110.0,20.0,5.7476479434013645e-05,9.634574585840447e-05,0.005476051012694416,0.4050042413998351,0.1266032788498215,0.24316167976120068,0.5339877135532682
104,-200.0,110.0,0.0,5.581956258534204e-05,9.253454724254165e-05,0.005442823492049611,0.40155792262310674,0.12585084437657193,0.24279398829729637,0.5307535801491542
109,-200.0,125.0,320.0,0.000165063815197202,0.0002051936482707789,0.007382451065122801,0.5997331923619782,0.16863250270304958,0.2648087236963824,0.7197040321266364
110,-200.0,125.0,300.0,0.00014091588429517563,0.0001848409700203147,0.007017809574854907,0.5637060584897639,0.16074318974395743,0.2585652647271537,0.6841585945962284
111,-200.0,125.0,280.0,0.0001235165342883606,0.00016855263142629554,0.006734121100275642,0.535362409247994,0.1545718154507485,0.25423748586126016,0.6565074759698281
112,-200.0,125.0,260.0,0.00011046909034441191,0.00015511483101252803,0.006508389833545943,0.512595938279486,0.14963544200230594,0.2512015554988781,0.6345086469512782
113,-200.0,125.0,240.0,0.00010036613343371101,0.0001437726094440122,0.006325413371879027,0.4939959992908643,0.1456143391334406,0.24900395302493458,0.6166794193549728
114,-200.0,125.0,220.0,9.233584187654802e-05,0.00013402960696785892,0.006174760619990462,0.47858251344980984,0.14228852859988475,0.24738346781260417,0.6020022659305089
115,-200.0,125.0,200.0,8.58133961987625e-05,0.00012554390883492262,0.006049052366237648,0.46564366669544854,0.1395018426313492,0.24616406750719377,0.5897573117860045
116,-200.0,125.0,180.0,8.041871521205123e-05,0.00011807060604316511,0.005942933590905123,0.4546648082039043,0.13714049769711747,0.245172953346566,0.5794221539842982
117,-200.0,125.0,160.0,7.58876222442176e-05,0.00011142843679786969,0.005852433244949849,0.44526046483645815,0.13511975945179303,0.24440788515850834,0.5706094240335842
118,-200.0,125.0,140.0,7.203132144936185e-05,0.00010547952106526655,0.005774551221077124,0.437136939561764,0.1333753365854364,0.24379351395264234,0.5630264945155999
119,-200.0,125.0,120.0,6.871160658836348e-05,0.00010011653842739759,0.005706983837003572,0.43007373446168884,0.13185765263014232,0.24327883197665845,0.5564486927831428
120,-200.0,125.0,100.0,6.582514668676639e-05,9.525431875363814e-05,0.005647936647710295,0.42388370607808606,0.130527931372613,0.24285061965569912,0.550701033639101
121,-200.0,125.0,80.0,6.329325357559103e-05,9.082414915880354e-05,0.005595993934710488,0.41842510164383034,0.12935545997619072,0.2424684863381797,0.5456454822966179
122,-200.0,125.0,60.0,6.105500602070991e-05,8.676980944635652e-05,0.0055500259062759676,0.4135842253302023,0.12831563679078398,0.24212662451966635,0.5411718976532518
123,-200.0,125.0,40.0,5.906255718919781e-05,8.304474220196592e-05,0.005509121568841557,0.40926887312338883,0.12738855442609628,0.24183541942818607,0.537191481135264
124,-200.0,125.0,20.0,5.727782616096824e-05,7.960998242045138e-05,0.005472539402099143,0.4054046791277451,0.12655795497264494,0.24158627205784242,0.5336319633270112
125,-200.0,125.0,0.0,5.5670149054751574e-05,7.643261978300942e-05,0.005439670612521646,0.4019289143029485,0.12581044889128234,0.24135953362434676,0.5304340183587098
130,-200.0,140.0,320.0,0.00015920236797171186,0.00016350563932002025,0.007361546938136603,0.6021718847455017,0.1684486832748177,0.2528760697356594,0.7175699124927143
131,-200.0,140.0,300.0,0.0001366240536748813,0.00014729935227709182,0.007001097248427654,0.5657092820352462,0.160595080169429,0.24913756190743871,0.6824510271999514
132,-200.0,140.0,280.0,0.00012030132892158867,0.00013429820006006835,0.006720425951812597,0.5370330525565132,0.15444780402865438,0.24671154023399453,0.6551078765785322
133,-200.0,140.0,260.0,0.00010802049952889248,0.00012355333408313528,0.0064969660975285545,0.5140054170035978,0.14952925934355504,0.24505683448403212,0.6333412771899865
134,-200.0,140.0,240.0,9.847911486605517e-05,0.00011447197021758249,0.0063157594794907715,0.4951952336773546,0.14552229298369915,0.24393497191864547,0.615693107084716
135,-200.0,140.0,220.0,9.086937973444067e-05,0.0001066630446090629,0.006166522415351091,0.4796074085053806,0.14220822873697467,0.24309791612506143,0.6011607643448796
136,-200.0,140.0,200.0,8.466748563280565e-05,9.985643332784334e-05,0.006041969610205057,0.4665317833160258,0.13943159556838206,0.24248696411773324,0.5890339356665258
137,-200.0,140.0,180.0,7.952067552102747e-05,9.385819698556953e-05,0.005936808820259145,0.4554412220514678,0.13707901006676282,0.2420311170748358,0.578796637399548
138,-200.0,140.0,160.0,7.518355995700951e-05,8.852450463695657e-05,0.005847112737592561,0.44594482431259896,0.13506598733295325,0.24168871720708188,0.5700659882368718
139,-200.0,140.0,140.0,7.148060162002076e-05,8.374575039424878e-05,0.005769912823340853,0.43774585296772367,0.13332840545899868,0.2413934709267718,0.5625526060176915
140,-200.0,140.0,120.0,6.828315475617123e-05,7.943648038217899e-05,0.005702928856567012,0.43061589594185584,0.1318168124082664,0.2411324088485861,0.5560342327454435
141,-200.0,140.0,100.0,6.549490767537084e-05,7.552878026746761e-05,0.005644384258788381,0.4243713211465816,0.1304925293577339,0.24092076848365584,0.5503377228149656
142,-200.0,140.0,80.0,6.304240489318128e-05,7.19677852640247e-05,0.005592877190080351,0.4188662854333823,0.129324923137036,0.24073796870772085,0.5453264702385279
143,-200.0,140.0,60.0,6.086868318814159e-05,6.870855448782448e-05,0.005547288823695819,0.4139872258583081,0.12828945933007396,0.24057042023679986,0.5408914621492548
144,-200.0,140.0,40.0,5.8928920766491693e-05,6.571383098443508e-05,0.005506716949846969,0.4096407431329076,0.12736628833468516,0.24043349071663042,0.5369448030539552
145,-200.0,140.0,20.0,5.7187376499860016e-05,6.295240588240664e-05,0.005470427168414045,0.40574913869389445,0.1265392024711896,0.240308396218138,0.5334149548712321
146,-200.0,140.0,0.0,5.561521279528044e-05,6.039789922266586e-05,0.005437816517173784,0.4022507454149179,0.1257948561813103,0.24019253703279234,0.5302431900399357
151,-200.0,155.0,320.0,0.00015520681879872554,0.0001229406169836969,0.007349110745066008,0.6042678735082679,0.16840054926916678,0.24312211703554157,0.7162797754848387
152,-200.0,155.0,300.0,0.00013373084240889094,0.00011059871026036342,0.0069912891630556145,0.567415176086464,0.16055896848676504,0.24158152297438476,0.6814317333631698
153,-200.0,155.0,280.0,0.00011816368942579164,0.00010068842645888932,0.006712501890299282,0.5384349816037554,0.15441885236974903,0.24069156036085923,0.6542835137855623
154,-200.0,155.0,260.0,0.00010642011074459972,9.249473013527251e-05,0.006490458939757746,0.5151728506582777,0.14950539962443996,0.24019498269834658,0.6326638074977209
155,-200.0,155.0,240.0,9.727132347264031e-05,8.556903677866351e-05,0.006310357023708715,0.4961800994389763,0.14550260170090082,0.23989861037631158,0.6151302304086025
156,-200.0,155.0,220.0,8.99545513839219e-05,7.96144922731256e-05,0.006162004655684926,0.4804491026070851,0.14219223720384874,0.23973806641064593,0.600689628618574
157,-200.0,155.0,200.0,8.397490574808793e-05,7.442556796689715e-05,0.00603817468654674,0.4672547393950927,0.13941900499634685,0.2396492912441381,0.5886376919796087
158,-200.0,155.0,180.0,7.899894536422067e-05,6.985443421331492e-05,0.005933613511868224,0.4560756301442574,0.13706957816280235,0.2395765698412616,0.5784624492470928
159,-200.0,155.0,160.0,7.479459760743712e-05,6.579131035144445e-05,0.00584442070063268,0.4465101406657559,0.13505948709319743,0.23953666712993604,0.5697838213401845
160,-200.0,155.0,140.0,7.119573948739245e-05,6.215244895629819e-05,0.005767647143891574,0.4382570678709017,0.1333246133506477,0.23949544701398162,0.5623144567820044
161,-200.0,155.0,120.0,6.808051963407958e-05,5.8872507790464436e-05,0.005701027120666193,0.4310813548174745,0.1318155076605869,0.23946681407512932,0.5558336146376676
162,-200.0,155.0,100.0,6.535761921948479e-05,5.589952534054881e-05,0.005642795153739987,0.4248022599663059,0.13049349664435403,0.23943650045539513,0.550169310843394
163,-200.0,155.0,80.0,6.295730157173101e-05,5.3191510872412326e-05,0.005591558081377375,0.4192700165495189,0.12932795571398625,0.2394088891270305,0.5451858468083582
164,-200.0,155.0,60.0,6.082541767094689e-05,5.071405794383109e-05,0.005546203975076548,0.4143681530725348,0.12829436150654017,0.23939059195000484,0.5407749301206641
165,-200.0,155.0,40.0,5.8919290614420986e-05,4.843864019551953e-05,0.00550583618082228,0.4100015396875824,0.1273728770011084,0.2393757784587201,0.5368492447166315
166,-200.0,155.0,20.0,5.72048373551979e-05,4.634136284956673e-05,0.005469724827322005,0.4060931131404185,0.12654730794410782,0.23935977923597573,0.5333377240765544
167,-200.0,155.0,0.0,5.5654510517335796e-05,4.4402027265086835e-05,0.0054372706771674,0.4025784065433181,0.12580432235751632,0.23934265924161385,0.5301820278458114
172,-200.0,170.0,320.0,0.00015304353897276126,8.3098719661073e-05,0.007345251481802852,0.6061330219934137,0.16848922935669447,0.23584642144693124,0.7158451025782269
173,-200.0,170.0,300.0,0.0001322156063898913,7.44320106301524e-05,0.006988472181329769,0.5689624637430942,0.1606359071294457,0.23602222240262494,0.6811097925165172
174,-200.0,170.0,280.0,0.00011709089887686265,6.748112517527931e-05,0.006710420023847095,0.5397353967547055,0.15448596564751013,0.23635162960597095,0.6540417566726413
175,-200.0,170.0,260.0,0.00010566004101304095,6.174398160506288e-05,0.006488927030766589,0.5162857084829895,0.14956480863949928,0.23669086242924522,0.632482269320138
176,-200.0,170.0,240.0,9.673784435636693e-05,5.690412129818425e-05,0.006309254504404948,0.49714501008106604,0.14555613839141315,0.2370494909483079,0.6149957392208898
177,-200.0,170.0,220.0,8.95882822970604e-05,5.2751413643076114e-05,0.006161247546169317,0.4812945884367113,0.14224134770732805,0.23734840917767774,0.600592935621148
178,-200.0,170.0,200.0,8.373372707137262e-05,4.9140037867708766e-05,0.006037701147579511,0.4680055378327959,0.13946478456822364,0.23761492015903982,0.5885719636947215
179,-200.0,170.0,180.0,7.885231674138746e-05,4.596496644019885e-05,0.005933375968870311,0.45674298356461257,0.13711283904978377,0.23783805365960559,0.5784224295095557
180,-200.0,170.0,160.0,7.47199834581456e-05,4.31481522615944e-05,0.005844381326557711,0.4471064350254334,0.13510082492495,0.23802779875986108,0.5697653414559568
181,-200.0,170.0,140.0,7.117627227392504e-05,4.0630057090467704e-05,0.005767775145293088,0.4387969515654475,0.1333644622566862,0.23818741279637337,0.5623141359611911
182,-200.0,170.0,120.0,6.810342089807033e-05,3.836424628147327e-05,0.005701297022155927,0.4315783495570269,0.1318541830102635,0.23831664052380813,0.5558486677813775
183,-200.0,170.0,100.0,6.541311539473694e-05,3.631382408175732e-05,0.00564318564856924,0.4252615880679727,0.1305312271196569,0.23842726054985325,0.5501974184072059
184,-200.0,170.0,80.0,6.303785185582819e-05,3.4449006201231154e-05,0.0055920512149134705,0.41970182211962365,0.12936490695127073,0.23852751583377496,0.5452250618990161
185,-200.0,170.0,60.0,6.0925161457242036e-05,3.274541894920998e-05,0.005546784533062547,0.4147823100459683,0.1283306533524459,0.23861385092003431,0.5408236089137922
186,-200.0,170.0,40.0,5.9033646578957444e-05,3.118287962872231e-05,0.005506491218663976,0.4104087144347906,0.12740859617450606,0.23868396967658415,0.5369059930293819
187,-200.0,170.0,20.0,5.7330203079104634e-05,2.974450869648703e-05,0.005470443290779088,0.40649456524018107,0.12658251713314275,0.23874055935459984,0.5334013546211549
188,-200.0,170.0,0.0,5.578804194138493e-05,2.841605739018972e-05,0.0054380430974928845,0.4029737881818911,0.12583906687772514,0.23878661115419794,0.5302515260471261
193,-200.0,185.0,320.0,0.00015269645246889012,4.357045673118936e-05,0.0073501023354699616,0.6081372208245291,0.16871604996347503,0.2314194574417783,0.7162797045911241
194,-200.0,185.0,300.0,0.00013206961804130375,3.848376218243605e-05,0.006992752007401045,0.5705869379800066,0.1608270179270551,0.23270984154317342,0.6814961282713053
195,-200.0,185.0,280.0,0.00011707851102824273,3.4426985869892754e-05,0.006714267010595234,0.5410748373800789,0.15465013777784195,0.23378218678672646,0.6543915233242747
196,-200.0,185.0,260.0,0.00010573827693296758,3.11001798697444e-05,0.006492441957494809,0.5174085927633191,0.14970837480651242,0.2346584079787919,0.6328039994540067
197,-200.0,185.0,240.0,9.687801138269919e-05,2.831274720765904e-05,0.006312510455172465,0.4980980647388274,0.14568369499319078,0.23537391516469505,0.6152956079638618
198,-200.0,185.0,220.0,8.97706295456819e-05,2.5937381297639532e-05,0.0061642979954085264,0.4821129940744603,0.14235626278397714,0.23596441376994606,0.6008754520665222
199,-200.0,185.0,200.0,8.394437430638028e-05,2.3885411523374343e-05,0.006040585936665924,0.4687156367683759,0.13956955506898,0.23644986155125547,0.588840486066917
200,-200.0,185.0,180.0,7.908137843269325e-05,2.2092869291537355e-05,0.005936125344907162,0.45739124577921186,0.13720933986060443,0.23685367412167016,0.5786795103010635
201,-200.0,185.0,160.0,7.496035624615287e-05,2.0512227885717346e-05,0.005847018400672273,0.4477339704078666,0.1351904824558749,0.23719090768642784,0.5700129303946594
202,-200.0,185.0,140.0,7.142282674306167e-05,1.910728885363357e-05,0.005770317348393212,0.43940342468063404,0.13344837611538474,0.23747339755661095,0.5625536941619493
203,-200.0,185.0,120.0,6.835244666039316e-05,1.78498981017931e-05,0.005703757234618765,0.43215922652118005,0.13193321191179028,0.2377080448590182,0.5560812587805173
204,-200.0,185.0,100.0,6.566193135117787e-05,1.671776519924441e-05,0.005645573329459705,0.4258153930040441,0.1306060502161364,0.2379034191330933,0.550423806653247
205,-200.0,185.0,80.0,6.328453120731991e-05,1.5692969208580995e-05,0.005594373420506153,0.42022749764309353,0.12943606795251106,0.23806637616091283,0.5454458050036294
206,-200.0,185.0,60.0,6.116833311749318e-05,1.4760911861408534e-05,0.005549046691498183,0.4152760783162647,0.12839859271652274,0.2382035022907265,0.541039128189538
207,-200.0,185.0,40.0,5.927235234536253e-05,1.3909563110863086e-05,0.005508697651374718,0.4108643489150731,0.12747367475104254,0.23831959942757172,0.5371166203044858
208,-200.0,185.0,20.0,5.756378830675233e-05,1.3128909844421843e-05,0.0054725975488522744,0.4069144491759014,0.12664503373245048,0.23841669907512095,0.533607361672185
